county,investment_window,project,year_of_completion,programme,funding_source,brief,category,investment_class,investment_type/water_supply,investment_type/sanitation,investment_type/water_resources,investment_exists_group/other_data/completed,investment_exists_group/other_data/date_completed,investment_exists_group/investment/branded,investment_exists_group/investment/branding_condition,investment_exists_group/sustainability/operational_status,sustainability/investment_needs_major_repair,investment_exists_group/sustainability/reliability,investment_exists_group/sustainability/condition_of_facility,investment_exists_group/sustainability/quality_of_work,investment_exists_group/sustainability/revenue_collected,sustainability/operations_responsibility,impact_and_gesi/operations_responsibility_GESI,impact_and_gesi/Number_of_people_beneficiaries_inc_children,investment_exists_group/impact_and_gesi/facility_hygiene_level,impact_and_gesi/functional_handwashing_facility,investment_exists_group/impact_and_gesi/water_quantity,investment_exists_group/impact_and_gesi/water_quality,investment_exists_group/impact_and_gesi/service_reliability,impact_and_gesi/service_reliability_hours_per_day,impact_and_gesi/service_reliability_days_per_month,impact_and_gesi/service_reliability_months_per_year,impact_and_gesi/facility_provisional_to/Disability,impact_and_gesi/facility_provisional_to/Gender,impact_and_gesi/facility_provisional_to/Age,investment_exists_group/Facility_picture,_GPS_location_latitude,_GPS_location_longitude,_GPS_location_altitude,_GPS_location_precision
Nakuru,UIP,"Kabati,Mithuri,Site & Service Water Project",2013/2014,UPC,KfW,,water_supply,distribution_system,water_kiosk,n/a,n/a,yes,42887,no,n/a,Partially_operational,yes,Regular,Good,Good,yes,Employee,Women,70,n/a,n/a,Enough,Very_good,Hours_per_Day,06_12,n/a,n/a,FALSE,TRUE,TRUE,http://classic.ona.io/api/v1/files/10904108?filename=upande/attachments/341919_wstf_investment_monitoring_08_2018/1549617730332.jpg,-0.723869743,36.44965379,1958.242554,4.9
Nyeri,UIP,Kandara Ngutik Water Project,2017/2018,UPC,KfW,,water_supply,intake_water_source,weir_river_intake,n/a,n/a,yes,42979,no,n/a,Operational,no,Regular,Good,Good,n/a,n/a,n/a,n/a,n/a,n/a,Abundant,Very_good,Months_per_Year,n/a,n/a,9_12,n/a,n/a,n/a,http://classic.ona.io/api/v1/files/10904251?filename=upande/attachments/341919_wstf_investment_monitoring_08_2018/1549880572887.jpg,-0.178658333,37.08021333,2093.5,4.9
Nakuru,UIP,"Kabati,Mithuri,Site & Service Water Project",2013/2014,UPC,KfW,,water_supply,distribution_system,water_kiosk,n/a,n/a,yes,42887,no,n/a,Non_operational,no,Rare_or_Not,Fair,Fair,no,Committee,Women,0,n/a,n/a,Permanently_dry,unknown,Months_per_Year,n/a,n/a,0_3,FALSE,TRUE,TRUE,http://classic.ona.io/api/v1/files/10904637?filename=upande/attachments/341919_wstf_investment_monitoring_08_2018/1549615843337.jpg,-0.719073293,36.44924397,1967.584719,4.9
Bungoma,UIP,"Webuye ,Bungoma,Malaba-Water Rpoject",2013/2014,UPC,KfW,,water_supply,distribution_system,consumer_meter,n/a,n/a,yes,41275,n/a,n/a,Operational,no,n/a,Good,Good,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,http://classic.ona.io/api/v1/files/10905364?filename=upande/attachments/341919_wstf_investment_monitoring_08_2018/1549543424786.jpg,0.54022007,34.55539507,1411,6
Bungoma,UIP,"Webuye ,Bungoma,Malaba-Water Rpoject",2013/2014,UPC,KfW,,water_supply,distribution_system,water_kiosk,n/a,n/a,yes,41275,yes,Fair,Non_operational,yes,Erratic,Poor,Good,no,Individual,Women,300,n/a,n/a,Permanently_dry,Very_good,Months_per_Year,n/a,n/a,9_12,FALSE,TRUE,TRUE,http://classic.ona.io/api/v1/files/10905370?filename=upande/attachments/341919_wstf_investment_monitoring_08_2018/1549534291216.jpg,0.6154098,34.65865727,1477,6
Kilifi,UIP,Mtwapa Water Project,2016/2017,UPC,KfW,,water_supply,distribution_system,consumer_meter,n/a,n/a,yes,42856,n/a,n/a,Operational,no,n/a,Good,Good,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,http://classic.ona.io/api/v1/files/10905473?filename=upande/attachments/341919_wstf_investment_monitoring_08_2018/1549693702524.jpg,-3.941525426,39.73945269,-13,6
Kilifi,UIP,Mtwapa Water Project,2016/2017,UPC,KfW,,water_supply,pipeline,n/a,n/a,n/a,yes,42856,yes,Good,Operational,no,Regular,Good,Good,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,http://classic.ona.io/api/v1/files/10905484?filename=upande/attachments/341919_wstf_investment_monitoring_08_2018/1549695019349.jpg,-3.939464693,39.73785535,-10,6
Kilifi,UIP,Mtwapa Water Project,2016/2017,UPC,KfW,,water_supply,distribution_system,water_kiosk,n/a,n/a,yes,42795,yes,Fair,Operational,no,Regular,Good,Good,yes,Group,Youth,150,n/a,n/a,Shortages,Very_good,Months_per_Year,n/a,n/a,9_12,FALSE,FALSE,FALSE,http://classic.ona.io/api/v1/files/10905490?filename=upande/attachments/341919_wstf_investment_monitoring_08_2018/1549693950248.jpg,-3.941515242,39.7395718,-5,6
Kilifi,UIP,Mtwapa Water Project,2016/2017,UPC,KfW,,water_supply,distribution_system,consumer_meter,n/a,n/a,yes,42856,n/a,n/a,Operational,no,n/a,Good,Good,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,http://classic.ona.io/api/v1/files/10905491?filename=upande/attachments/341919_wstf_investment_monitoring_08_2018/1549695260311.jpg,-3.939497089,39.73690619,-12,6
Kilifi,UIP,Mtwapa Water Project,2016/2017,UPC,KfW,,water_supply,distribution_system,water_kiosk,n/a,n/a,yes,42795,yes,Fair,Operational,yes,Regular,Good,Good,yes,Group,Women,190,n/a,n/a,Shortages,Very_good,Months_per_Year,n/a,n/a,9_12,FALSE,FALSE,FALSE,http://classic.ona.io/api/v1/files/10905502?filename=upande/attachments/341919_wstf_investment_monitoring_08_2018/1549695130580.jpg,-3.939331421,39.73684332,1,6
Kilifi,UIP,Mtwapa Water Project,2016/2017,UPC,KfW,,water_supply,pipeline,n/a,n/a,n/a,yes,42856,yes,Fair,Operational,no,Regular,Good,Good,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,http://classic.ona.io/api/v1/files/10905508?filename=upande/attachments/341919_wstf_investment_monitoring_08_2018/1549695669522.jpg,-3.93966062,39.73517901,-2,6
Kilifi,UIP,Mtwapa Water Project,2016/2017,UPC,KfW,,water_supply,pipeline,n/a,n/a,n/a,yes,43497,yes,Good,Operational,no,Regular,Good,Good,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,http://classic.ona.io/api/v1/files/10905519?filename=upande/attachments/341919_wstf_investment_monitoring_08_2018/1549696003468.jpg,-3.942008684,39.73253813,-6,5
Kilifi,UIP,Mtwapa Water Project,2016/2017,UPC,KfW,,water_supply,pipeline,n/a,n/a,n/a,yes,42856,yes,Good,Operational,no,Regular,Good,Good,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,http://classic.ona.io/api/v1/files/10905526?filename=upande/attachments/341919_wstf_investment_monitoring_08_2018/1549697700603.jpg,-3.940089438,39.74063295,-12,6
Kilifi,UIP,Mtwapa Water Project,2016/2017,UPC,KfW,,water_supply,pipeline,n/a,n/a,n/a,yes,42856,yes,Fair,Operational,no,Regular,Good,Good,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,http://classic.ona.io/api/v1/files/10905528?filename=upande/attachments/341919_wstf_investment_monitoring_08_2018/1549698393337.jpg,-3.944799355,39.74132345,-8,6
Kilifi,UIP,Mtwapa Water Project,2016/2017,UPC,KfW,,water_supply,distribution_system,water_kiosk,n/a,n/a,yes,42795,yes,Fair,Operational,no,Regular,Good,Good,yes,Group,Women,120,n/a,n/a,Shortages,Very_good,Months_per_Year,n/a,n/a,9_12,FALSE,FALSE,FALSE,http://classic.ona.io/api/v1/files/10905535?filename=upande/attachments/341919_wstf_investment_monitoring_08_2018/1549696751377.jpg,-3.943091836,39.73248926,-27,6
Kilifi,UIP,Mtwapa Water Project,2016/2017,UPC,KfW,,water_supply,pipeline,n/a,n/a,n/a,yes,43497,yes,Fair,Operational,no,Regular,Good,Good,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,http://classic.ona.io/api/v1/files/10905542?filename=upande/attachments/341919_wstf_investment_monitoring_08_2018/1549700589737.jpg,-3.948520417,39.74449466,-16,6
Kilifi,UIP,Mtwapa Water Project,2016/2017,UPC,KfW,,water_supply,distribution_system,water_kiosk,n/a,n/a,yes,42795,yes,Fair,Non_operational,no,Rare_or_Not,Good,Good,no,other,Men,0,n/a,n/a,Permanently_dry,unknown,Hours_per_Day,0-6,n/a,n/a,FALSE,FALSE,FALSE,http://classic.ona.io/api/v1/files/10905554?filename=upande/attachments/341919_wstf_investment_monitoring_08_2018/1549698622279.jpg,-3.944621827,39.74121734,-6,6
Kilifi,UIP,Mtwapa Water Project,2016/2017,UPC,KfW,,water_supply,distribution_system,water_kiosk,n/a,n/a,yes,42795,yes,Good,Operational,no,Regular,Good,Good,yes,Group,Men,114,n/a,n/a,Shortages,Very_good,Months_per_Year,n/a,n/a,9_12,FALSE,FALSE,FALSE,http://classic.ona.io/api/v1/files/10905559?filename=upande/attachments/341919_wstf_investment_monitoring_08_2018/1549700694760.jpg,-3.948441334,39.74428453,-17,6
Kilifi,UIP,Mtwapa Water Project,2016/2017,UPC,KfW,,water_supply,distribution_system,consumer_meter,n/a,n/a,yes,42795,n/a,n/a,Operational,no,n/a,Good,Good,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,http://classic.ona.io/api/v1/files/10905567?filename=upande/attachments/341919_wstf_investment_monitoring_08_2018/1549701775628.jpg,-3.948708884,39.74532858,-14,6
Kilifi,UIP,Mtwapa Water Project,2016/2017,UPC,KfW,,water_supply,distribution_system,consumer_meter,n/a,n/a,yes,42795,n/a,n/a,Operational,no,n/a,Good,Good,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,http://classic.ona.io/api/v1/files/10905575?filename=upande/attachments/341919_wstf_investment_monitoring_08_2018/1549702784453.jpg,-3.944753422,39.74516412,-10,6
Kilifi,UIP,Matsangoni Water Supply Distribution,2017/2018,UPC,KfW,,water_supply,pipeline,n/a,n/a,n/a,yes,42795,yes,Good,Operational,no,Regular,Good,Good,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,http://classic.ona.io/api/v1/files/10910753?filename=upande/attachments/341919_wstf_investment_monitoring_08_2018/1549862288557.jpg,-3.384284852,39.9296483,-22,6
Kilifi,UIP,Matsangoni Water Supply Distribution,2017/2018,UPC,KfW,,water_supply,pipeline,n/a,n/a,n/a,yes,42795,no,n/a,Operational,no,Regular,Good,Good,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,http://classic.ona.io/api/v1/files/10910754?filename=upande/attachments/341919_wstf_investment_monitoring_08_2018/1549865941779.jpg,-3.395020687,39.93048096,-24,6
Kilifi,UIP,Matsangoni Water Supply Distribution,2017/2018,UPC,KfW,,water_supply,pipeline,n/a,n/a,n/a,yes,42795,yes,Good,Operational,no,Regular,Good,Good,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,http://classic.ona.io/api/v1/files/10910755?filename=upande/attachments/341919_wstf_investment_monitoring_08_2018/1549866971224.jpg,-3.38710729,39.92694598,-14,6
Kilifi,UIP,Matsangoni Water Supply Distribution,2017/2018,UPC,KfW,,water_supply,pipeline,n/a,n/a,n/a,yes,42795,yes,Good,Operational,no,Regular,Good,Good,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,http://classic.ona.io/api/v1/files/10910760?filename=upande/attachments/341919_wstf_investment_monitoring_08_2018/1549867671440.jpg,-3.375451709,39.93262949,-26,5
Kilifi,UIP,Matsangoni Water Supply Distribution,2017/2018,UPC,KfW,,water_supply,pipeline,n/a,n/a,n/a,yes,42795,yes,Good,Operational,no,Regular,Good,Good,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,http://classic.ona.io/api/v1/files/10910765?filename=upande/attachments/341919_wstf_investment_monitoring_08_2018/1549868325459.jpg,-3.381048683,39.93085739,-28,6
Kilifi,UIP,Matsangoni Water Supply Distribution,2017/2018,UPC,KfW,,water_supply,pipeline,n/a,n/a,n/a,yes,42795,yes,Good,Operational,no,Regular,Good,Good,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,http://classic.ona.io/api/v1/files/10910766?filename=upande/attachments/341919_wstf_investment_monitoring_08_2018/1549868842279.jpg,-3.383348761,39.9300239,-27,6
Kilifi,UIP,Matsangoni Water Supply Distribution,2017/2018,UPC,KfW,,water_supply,distribution_system,bulk_meter,n/a,n/a,yes,42795,n/a,n/a,Operational,no,n/a,Good,Good,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,http://classic.ona.io/api/v1/files/10910767?filename=upande/attachments/341919_wstf_investment_monitoring_08_2018/1549877983227.jpg,-3.389525302,39.92898982,5,6
Kilifi,UIP,Matsangoni Water Supply Distribution,2017/2018,UPC,KfW,,water_supply,pipeline,n/a,n/a,n/a,yes,42795,yes,Fair,Operational,no,Regular,Good,Good,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,http://classic.ona.io/api/v1/files/10910773?filename=upande/attachments/341919_wstf_investment_monitoring_08_2018/1549879173128.jpg,-3.396181203,39.93042313,-7,6
Kilifi,UIP,Matsangoni Water Supply Distribution,2017/2018,UPC,KfW,,water_supply,pipeline,n/a,n/a,n/a,yes,42795,yes,Good,Operational,no,Regular,Good,Good,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,http://classic.ona.io/api/v1/files/10910774?filename=upande/attachments/341919_wstf_investment_monitoring_08_2018/1549879980253.jpg,-3.390466212,39.92315518,-29,6
Kilifi,UIP,Matsangoni Water Supply Distribution,2017/2018,UPC,KfW,,water_supply,pipeline,n/a,n/a,n/a,yes,42795,yes,Good,Operational,no,Regular,Good,Good,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,http://classic.ona.io/api/v1/files/10910775?filename=upande/attachments/341919_wstf_investment_monitoring_08_2018/1549867916405.jpg,-3.375669303,39.93302755,-30,6
Kilifi,UIP,Matsangoni Water Supply Distribution,2017/2018,UPC,KfW,,water_supply,distribution_system,consumer_meter,n/a,n/a,yes,42795,n/a,n/a,Operational,no,n/a,Good,Good,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,http://classic.ona.io/api/v1/files/10910776?filename=upande/attachments/341919_wstf_investment_monitoring_08_2018/1549878791686.jpg,-3.395171226,39.93056252,-4,6
Kilifi,UIP,Matsangoni Water Supply Distribution,2017/2018,UPC,KfW,,water_supply,pipeline,n/a,n/a,n/a,yes,42795,yes,Good,Operational,no,Regular,Good,Good,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,http://classic.ona.io/api/v1/files/10910784?filename=upande/attachments/341919_wstf_investment_monitoring_08_2018/1549876755094.jpg,-3.384085153,39.92934831,-19,6
Kilifi,UIP,Matsangoni Water Supply Distribution,2017/2018,UPC,KfW,,water_supply,distribution_system,consumer_meter,n/a,n/a,yes,42795,n/a,n/a,Operational,no,n/a,Good,Good,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,http://classic.ona.io/api/v1/files/10910785?filename=upande/attachments/341919_wstf_investment_monitoring_08_2018/1549884760742.jpg,-3.380576405,39.91324844,-11,6
Kilifi,UIP,Matsangoni Water Supply Distribution,2017/2018,UPC,KfW,,water_supply,pipeline,n/a,n/a,n/a,yes,42795,yes,Good,Operational,no,Regular,Good,Good,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,http://classic.ona.io/api/v1/files/10910788?filename=upande/attachments/341919_wstf_investment_monitoring_08_2018/1549863151977.jpg,-3.389152433,39.92902888,-30,6
Kilifi,UIP,Matsangoni Water Supply Distribution,2017/2018,UPC,KfW,,water_supply,pipeline,n/a,n/a,n/a,yes,42795,yes,Good,Operational,no,Regular,Good,Good,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,http://classic.ona.io/api/v1/files/10910790?filename=upande/attachments/341919_wstf_investment_monitoring_08_2018/1549880336306.jpg,-3.392195525,39.92502694,-18,6
Kilifi,UIP,Matsangoni Water Supply Distribution,2017/2018,UPC,KfW,,water_supply,pipeline,n/a,n/a,n/a,yes,42795,yes,Good,Operational,no,Regular,Good,Good,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,http://classic.ona.io/api/v1/files/10910792?filename=upande/attachments/341919_wstf_investment_monitoring_08_2018/1549880650044.jpg,-3.392866245,39.92433166,-17,6
Kilifi,UIP,Matsangoni Water Supply Distribution,2017/2018,UPC,KfW,,water_supply,pipeline,n/a,n/a,n/a,yes,42795,yes,Good,Operational,no,Regular,Good,Good,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,http://classic.ona.io/api/v1/files/10910793?filename=upande/attachments/341919_wstf_investment_monitoring_08_2018/1549893744031.jpg,-3.388871681,39.92864541,-11,6
Kilifi,UIP,Matsangoni Water Supply Distribution,2017/2018,UPC,KfW,,water_supply,pipeline,n/a,n/a,n/a,yes,42795,yes,Good,Operational,no,Regular,Good,Good,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,http://classic.ona.io/api/v1/files/10910806?filename=upande/attachments/341919_wstf_investment_monitoring_08_2018/1549882086852.jpg,-3.395538521,39.92137855,-18,6
Kilifi,UIP,Matsangoni Water Supply Distribution,2017/2018,UPC,KfW,,water_supply,pipeline,n/a,n/a,n/a,yes,42795,yes,Good,Operational,no,Regular,Good,Good,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,http://classic.ona.io/api/v1/files/10910811?filename=upande/attachments/341919_wstf_investment_monitoring_08_2018/1549882608953.jpg,-3.397284891,39.91511567,-7,6
Kilifi,UIP,Matsangoni Water Supply Distribution,2017/2018,UPC,KfW,,water_supply,pipeline,n/a,n/a,n/a,yes,42795,yes,Good,Operational,no,Regular,Good,Good,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,http://classic.ona.io/api/v1/files/10910825?filename=upande/attachments/341919_wstf_investment_monitoring_08_2018/1549884343080.jpg,-3.382150359,39.91553779,-15,6
Kirinyaga,WRI,Kangaita CFA,2016/2017,IFAD,IFAD,,water_resources,catchment_management,n/a,n/a,n/a,yes,42767,yes,Good,Operational,no,n/a,Good,Good,yes,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,http://classic.ona.io/api/v1/files/10910936?filename=upande/attachments/341919_wstf_investment_monitoring_08_2018/1549871058184.jpg,-0.413456667,37.24561833,2046.1,4.8
Kirinyaga,WRI,Upper Thiba WRUA,2017/2018,IFAD,IFAD,,water_resources,regulation,n/a,n/a,n/a,yes,42767,yes,Good,Operational,no,Regular,Good,Good,n/a,n/a,n/a,n/a,n/a,n/a,Limited,Good,n/a,n/a,n/a,n/a,n/a,n/a,n/a,http://classic.ona.io/api/v1/files/10910938?filename=upande/attachments/341919_wstf_investment_monitoring_08_2018/1549897863328.jpg,-0.487793333,37.287675,1598,4.8
Nakuru,UIP,"Kabati,Mithuri,Site & Service Water Project",2013/2014,UPC,KfW,,water_supply,distribution_system,consumer_meter,n/a,n/a,yes,42887,n/a,n/a,Operational,no,n/a,Good,Good,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,http://classic.ona.io/api/v1/files/10911714?filename=upande/attachments/341919_wstf_investment_monitoring_08_2018/1549612334004.jpg,-0.7193,36.44026833,1923.2,5.5
Nakuru,UIP,"Kabati,Mithuri,Site & Service Water Project",2013/2014,UPC,KfW,,water_supply,distribution_system,individual_connection,n/a,n/a,yes,42887,n/a,n/a,Operational,no,Regular,Fair,Fair,n/a,n/a,n/a,3,n/a,n/a,Abundant,Good,Hours_per_Day,12_18,n/a,n/a,n/a,n/a,n/a,http://classic.ona.io/api/v1/files/10911753?filename=upande/attachments/341919_wstf_investment_monitoring_08_2018/1549612642571.jpg,-0.719393333,36.44038667,1923.4,5.8
Nakuru,UIP,"Kabati,Mithuri,Site & Service Water Project",2013/2014,UPC,KfW,,water_supply,distribution_system,consumer_meter,n/a,n/a,yes,42887,n/a,n/a,Operational,no,n/a,Fair,Fair,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,http://classic.ona.io/api/v1/files/10911941?filename=upande/attachments/341919_wstf_investment_monitoring_08_2018/1549612737237.jpg,-0.719448333,36.440475,1923.3,5.7
Nakuru,UIP,"Kabati,Mithuri,Site & Service Water Project",2013/2014,UPC,KfW,,water_supply,distribution_system,individual_connection,n/a,n/a,yes,42887,n/a,n/a,Operational,no,Regular,Fair,Fair,n/a,n/a,n/a,11,n/a,n/a,Abundant,Very_good,Hours_per_Day,18-24,n/a,n/a,n/a,n/a,n/a,http://classic.ona.io/api/v1/files/10911961?filename=upande/attachments/341919_wstf_investment_monitoring_08_2018/1549614758818.jpg,-0.719688333,36.44416667,1934.8,5.4
Nakuru,UIP,"Kabati,Mithuri,Site & Service Water Project",2013/2014,UPC,KfW,,water_supply,distribution_system,consumer_meter,n/a,n/a,yes,42887,n/a,n/a,Operational,no,n/a,Fair,Fair,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,http://classic.ona.io/api/v1/files/10911981?filename=upande/attachments/341919_wstf_investment_monitoring_08_2018/1549614867270.jpg,-0.719613333,36.444155,1934.8,5.8
Nakuru,UIP,"Kabati,Mithuri,Site & Service Water Project",2013/2014,UPC,KfW,,water_supply,distribution_system,water_kiosk,n/a,n/a,yes,42887,yes,Fair,Operational,no,Regular,Fair,Good,yes,Individual,Women,100,n/a,n/a,Abundant,Very_good,Hours_per_Day,18-24,n/a,n/a,TRUE,TRUE,TRUE,http://classic.ona.io/api/v1/files/10912022?filename=upande/attachments/341919_wstf_investment_monitoring_08_2018/1549611772992.jpg,-0.719286667,36.44092667,1924.7,4.8
Nakuru,UIP,"Kabati,Mithuri,Site & Service Water Project",2013/2014,UPC,KfW,,water_supply,distribution_system,water_kiosk,n/a,n/a,yes,42917,yes,Fair,Operational,yes,Regular,Poor,Poor,yes,Individual,Men,100,n/a,n/a,Abundant,Very_good,Hours_per_Day,12_18,n/a,n/a,TRUE,TRUE,TRUE,http://classic.ona.io/api/v1/files/10912030?filename=upande/attachments/341919_wstf_investment_monitoring_08_2018/1549614217729.jpg,-0.719318333,36.443955,1956.4,4.3
Kilifi,UIP,Matsangoni Water Supply Distribution,2017/2018,UPC,KfW,,water_supply,distribution_system,water_kiosk,n/a,n/a,yes,42795,yes,Good,Operational,no,Regular,Good,Good,yes,Individual,Women,110,n/a,n/a,Shortages,Very_good,Months_per_Year,n/a,n/a,9_12,FALSE,FALSE,FALSE,http://classic.ona.io/api/v1/files/10912048?filename=upande/attachments/341919_wstf_investment_monitoring_08_2018/1549862091587.jpg,-3.38430916,39.92968971,-23,6
Kilifi,UIP,Matsangoni Water Supply Distribution,2017/2018,UPC,KfW,,water_supply,distribution_system,water_kiosk,n/a,n/a,yes,42795,yes,Good,Operational,no,Regular,Good,Good,yes,Individual,Women,128,n/a,n/a,Shortages,Very_good,Months_per_Year,n/a,n/a,9_12,FALSE,FALSE,FALSE,http://classic.ona.io/api/v1/files/10912049?filename=upande/attachments/341919_wstf_investment_monitoring_08_2018/1549863388675.jpg,-3.389033452,39.92893266,-15,6
Kilifi,UIP,Matsangoni Water Supply Distribution,2017/2018,UPC,KfW,,water_supply,distribution_system,consumer_meter,n/a,n/a,yes,42795,n/a,n/a,Operational,no,n/a,Good,Good,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,http://classic.ona.io/api/v1/files/10912050?filename=upande/attachments/341919_wstf_investment_monitoring_08_2018/1549864416880.jpg,-3.398594856,39.93390463,-14,6
Kilifi,UIP,Matsangoni Water Supply Distribution,2017/2018,UPC,KfW,,water_supply,distribution_system,water_kiosk,n/a,n/a,yes,42795,yes,Good,Operational,no,Regular,Good,Good,yes,Individual,Women,124,n/a,n/a,Shortages,Very_good,Months_per_Year,n/a,n/a,9_12,FALSE,FALSE,FALSE,http://classic.ona.io/api/v1/files/10912052?filename=upande/attachments/341919_wstf_investment_monitoring_08_2018/1549866119111.jpg,-3.394080321,39.93041902,-15,6
Kilifi,UIP,Matsangoni Water Supply Distribution,2017/2018,UPC,KfW,,water_supply,distribution_system,consumer_meter,n/a,n/a,yes,42795,n/a,n/a,Operational,no,n/a,Good,Good,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,http://classic.ona.io/api/v1/files/10912053?filename=upande/attachments/341919_wstf_investment_monitoring_08_2018/1549876825775.jpg,-3.384088506,39.92941512,-28,6
Kilifi,UIP,Matsangoni Water Supply Distribution,2017/2018,UPC,KfW,,water_supply,distribution_system,consumer_meter,n/a,n/a,yes,42795,n/a,n/a,Operational,no,n/a,Good,Good,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,http://classic.ona.io/api/v1/files/10912054?filename=upande/attachments/341919_wstf_investment_monitoring_08_2018/1549877362079.jpg,-3.388267388,39.92786606,-14,6
Kilifi,UIP,Matsangoni Water Supply Distribution,2017/2018,UPC,KfW,,water_supply,pipeline,n/a,n/a,n/a,yes,42795,yes,Good,Operational,no,Regular,Good,Good,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,http://classic.ona.io/api/v1/files/10912212?filename=upande/attachments/341919_wstf_investment_monitoring_08_2018/1549881583173.jpg,-3.401042791,39.92918705,-20,6
